|time:0|1:2|2:0|3:1|4:1|5:1|6:0|7:0
|time:75,36993|1:26|2:9|3:9|4:9|5:6|6:0|7:11
|time:76,44291|1:26|2:11|3:12|4:9|5:6|6:0|7:11
|time:77,53845|1:26|2:13|3:14|4:9|5:6|6:0|7:11
|time:78,6208|1:26|2:11|3:9|4:9|5:6|6:0|7:11
|time:79,7015|1:26|2:11|3:10|4:9|5:6|6:0|7:11
|time:80,7776|1:25|2:11|3:10|4:8|5:6|6:0|7:11
|time:81,8361|1:25|2:9|3:9|4:8|5:6|6:0|7:11
|time:82,89347|1:25|2:9|3:9|4:8|5:6|6:0|7:11
|time:83,96642|1:24|2:12|3:11|4:8|5:6|6:0|7:10
|time:85,05574|1:24|2:9|3:11|4:8|5:6|6:0|7:10
|time:86,13265|1:24|2:12|3:11|4:8|5:6|6:0|7:10
|time:87,19453|1:24|2:12|3:9|4:8|5:6|6:0|7:10
|time:88,25718|1:24|2:12|3:8|4:8|5:6|6:0|7:10
|time:89,31512|1:24|2:13|3:8|4:8|5:6|6:0|7:10
|time:90,39482|1:24|2:10|3:9|4:8|5:6|6:0|7:10
|time:91,47968|1:24|2:14|3:10|4:8|5:6|6:0|7:10
|time:92,56018|1:24|2:11|3:12|4:8|5:6|6:0|7:10
|time:93,61736|1:24|2:10|3:12|4:8|5:6|6:0|7:10
|time:94,68614|1:24|2:10|3:11|4:8|5:6|6:0|7:10
|time:95,76228|1:24|2:12|3:12|4:8|5:6|6:0|7:10
|time:96,8519|1:24|2:14|3:15|4:8|5:6|6:0|7:10
|time:97,90932|1:24|2:15|3:14|4:8|5:6|6:0|7:10
|time:98,98972|1:23|2:15|3:16|4:8|5:5|6:0|7:10
|time:100,0338|1:23|2:19|3:14|4:8|5:5|6:0|7:10
|time:101,0864|1:23|2:17|3:14|4:8|5:5|6:0|7:10
|time:102,1566|1:22|2:11|3:12|4:8|5:4|6:0|7:10
|time:103,214|1:22|2:11|3:12|4:8|5:4|6:0|7:10
|time:104,2796|1:21|2:13|3:14|4:8|5:4|6:0|7:9
|time:105,3622|1:21|2:12|3:17|4:8|5:4|6:0|7:9
|time:106,4419|1:21|2:11|3:15|4:8|5:4|6:0|7:9
|time:107,5179|1:20|2:10|3:15|4:8|5:4|6:0|7:8
|time:108,5893|1:20|2:12|3:15|4:8|5:4|6:0|7:8
|time:109,6761|1:20|2:12|3:17|4:8|5:4|6:0|7:8
|time:110,7271|1:20|2:13|3:18|4:8|5:4|6:0|7:8
|time:111,8103|1:20|2:11|3:16|4:8|5:4|6:0|7:8
|time:112,8585|1:20|2:12|3:14|4:8|5:4|6:0|7:8
|time:113,9325|1:19|2:14|3:14|4:8|5:3|6:0|7:8
|time:114,9948|1:19|2:11|3:10|4:8|5:3|6:0|7:8
|time:116,0602|1:18|2:14|3:11|4:8|5:2|6:0|7:8
|time:117,1298|1:18|2:15|3:12|4:8|5:2|6:0|7:8
|time:118,186|1:18|2:14|3:12|4:8|5:2|6:0|7:8
|time:119,2651|1:18|2:14|3:13|4:8|5:2|6:0|7:8
|time:120,3089|1:18|2:16|3:13|4:8|5:2|6:0|7:8
|time:121,3774|1:18|2:16|3:16|4:8|5:2|6:0|7:8
|time:122,4383|1:18|2:13|3:17|4:8|5:2|6:0|7:8
|time:123,4896|1:18|2:16|3:17|4:8|5:2|6:0|7:8
|time:124,5313|1:18|2:17|3:17|4:8|5:2|6:0|7:8
|time:125,6052|1:18|2:19|3:18|4:8|5:2|6:0|7:8
|time:126,6621|1:18|2:13|3:20|4:8|5:2|6:0|7:8
|time:127,7309|1:18|2:16|3:20|4:8|5:2|6:0|7:8
|time:128,7952|1:18|2:20|3:18|4:8|5:2|6:0|7:8
|time:129,8824|1:18|2:20|3:21|4:8|5:2|6:0|7:8
|time:130,9593|1:18|2:15|3:22|4:8|5:2|6:0|7:8
|time:132,0428|1:18|2:15|3:19|4:8|5:2|6:0|7:8
|time:133,1206|1:18|2:15|3:16|4:8|5:2|6:0|7:8
|time:134,1852|1:18|2:16|3:13|4:8|5:2|6:0|7:8
|time:135,2323|1:18|2:17|3:14|4:8|5:2|6:0|7:8
|time:136,2912|1:18|2:16|3:15|4:8|5:2|6:0|7:8
|time:137,3712|1:18|2:14|3:12|4:8|5:2|6:0|7:8
|time:138,4233|1:18|2:17|3:13|4:8|5:2|6:0|7:8
|time:139,4772|1:18|2:16|3:14|4:8|5:2|6:0|7:8
|time:140,5216|1:17|2:16|3:14|4:7|5:2|6:0|7:8
|time:141,5924|1:17|2:16|3:11|4:7|5:2|6:0|7:8
|time:142,6435|1:17|2:17|3:12|4:7|5:2|6:0|7:8
|time:143,7112|1:16|2:16|3:12|4:7|5:2|6:0|7:7
|time:144,7766|1:16|2:18|3:13|4:7|5:2|6:0|7:7
|time:145,8208|1:16|2:17|3:11|4:7|5:2|6:0|7:7
|time:146,8735|1:15|2:20|3:12|4:7|5:2|6:0|7:6
|time:147,9277|1:15|2:21|3:11|4:7|5:2|6:0|7:6
|time:148,9795|1:15|2:17|3:10|4:7|5:2|6:0|7:6
|time:150,0315|1:15|2:18|3:13|4:7|5:2|6:0|7:6
|time:151,1051|1:14|2:14|3:9|4:6|5:2|6:0|7:6
|time:152,1676|1:14|2:16|3:8|4:6|5:2|6:0|7:6
|time:153,2389|1:14|2:16|3:9|4:6|5:2|6:0|7:6
|time:154,3544|1:13|2:16|3:11|4:6|5:1|6:0|7:6
|time:155,4255|1:13|2:12|3:8|4:6|5:1|6:0|7:6
|time:156,5041|1:13|2:11|3:9|4:6|5:1|6:0|7:6
|time:157,5486|1:13|2:12|3:9|4:6|5:1|6:0|7:6
|time:158,6078|1:13|2:10|3:11|4:6|5:1|6:0|7:6
|time:159,6507|1:13|2:10|3:12|4:6|5:1|6:0|7:6
|time:160,7101|1:13|2:12|3:14|4:6|5:1|6:0|7:6
|time:161,763|1:13|2:14|3:14|4:6|5:1|6:0|7:6
|time:162,8348|1:13|2:11|3:16|4:6|5:1|6:0|7:6
|time:163,9138|1:13|2:7|3:18|4:6|5:1|6:0|7:6
