|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0|8:330
|time:109,7389|1:4|2:15|3:20|4:2|5:2|6:0|7:0|8:375,8959
|time:110,7734|1:4|2:11|3:18|4:2|5:2|6:0|7:0|8:375,8959
|time:111,8034|1:4|2:15|3:18|4:2|5:2|6:0|7:0|8:375,8959
|time:112,8456|1:4|2:16|3:17|4:2|5:2|6:0|7:0|8:375,8959
|time:113,8837|1:4|2:20|3:18|4:2|5:2|6:0|7:0|8:375,8959
|time:114,9226|1:4|2:14|3:13|4:2|5:2|6:0|7:0|8:375,8959
|time:115,9678|1:4|2:13|3:13|4:2|5:2|6:0|7:0|8:375,8959
|time:117,0033|1:4|2:16|3:16|4:2|5:2|6:0|7:0|8:375,8959
|time:118,0325|1:4|2:18|3:12|4:2|5:2|6:0|7:0|8:375,8959
|time:119,076|1:4|2:19|3:18|4:2|5:2|6:0|7:0|8:375,8959
|time:120,1182|1:4|2:15|3:15|4:2|5:2|6:0|7:0|8:375,8959
|time:121,1561|1:4|2:18|3:16|4:2|5:2|6:0|7:0|8:375,8959
|time:122,1851|1:5|2:21|3:17|4:2|5:3|6:0|7:0|8:375,8959
|time:123,2082|1:5|2:20|3:21|4:2|5:3|6:0|7:0|8:375,8959
|time:124,2309|1:5|2:17|3:18|4:2|5:3|6:0|7:0|8:375,8959
|time:125,2593|1:5|2:19|3:15|4:2|5:3|6:0|7:0|8:375,8959
|time:126,3049|1:5|2:19|3:11|4:2|5:3|6:0|7:0|8:375,8959
|time:127,3255|1:5|2:20|3:13|4:2|5:3|6:0|7:0|8:375,8959
|time:128,3535|1:5|2:15|3:16|4:2|5:3|6:0|7:0|8:375,8959
|time:129,3874|1:5|2:20|3:15|4:2|5:3|6:0|7:0|8:375,8959
|time:130,4193|1:5|2:15|3:15|4:2|5:3|6:0|7:0|8:375,8959
|time:131,4598|1:5|2:14|3:14|4:2|5:3|6:0|7:0|8:375,8959
|time:132,5133|1:5|2:13|3:17|4:2|5:3|6:0|7:0|8:375,8959
|time:133,5576|1:5|2:16|3:16|4:2|5:3|6:0|7:0|8:375,8959
|time:134,5913|1:5|2:16|3:12|4:2|5:3|6:0|7:0|8:375,8959
|time:135,6245|1:4|2:21|3:16|4:2|5:2|6:0|7:0|8:375,8959
|time:136,6463|1:4|2:19|3:19|4:2|5:2|6:0|7:0|8:375,8959
|time:137,6662|1:4|2:19|3:30|4:2|5:2|6:0|7:0|8:375,8959
|time:138,6982|1:4|2:16|3:21|4:2|5:2|6:0|7:0|8:375,8959
|time:139,7218|1:4|2:15|3:16|4:2|5:2|6:0|7:0|8:375,8959
|time:140,7396|1:4|2:16|3:16|4:2|5:2|6:0|7:0|8:375,8959
|time:141,771|1:4|2:16|3:19|4:2|5:2|6:0|7:0|8:375,8959
|time:142,804|1:4|2:17|3:15|4:2|5:2|6:0|7:0|8:375,8959
