|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0
|time:108,4906|1:4|2:19|3:19|4:3|5:1|6:0|7:0
|time:109,575|1:4|2:18|3:20|4:3|5:1|6:0|7:0
|time:110,6081|1:4|2:15|3:19|4:3|5:1|6:0|7:0
|time:111,6564|1:4|2:11|3:22|4:3|5:1|6:0|7:0
|time:112,6962|1:4|2:14|3:26|4:3|5:1|6:0|7:0
|time:113,7602|1:4|2:14|3:24|4:3|5:1|6:0|7:0
|time:114,812|1:4|2:15|3:22|4:3|5:1|6:0|7:0
|time:115,8985|1:4|2:14|3:18|4:3|5:1|6:0|7:0
|time:116,9479|1:4|2:15|3:13|4:3|5:1|6:0|7:0
|time:118,012|1:4|2:16|3:15|4:3|5:1|6:0|7:0
|time:119,0824|1:4|2:17|3:14|4:3|5:1|6:0|7:0
|time:120,1305|1:4|2:16|3:18|4:3|5:1|6:0|7:0
|time:121,1932|1:4|2:8|3:22|4:3|5:1|6:0|7:0
|time:122,2473|1:4|2:13|3:24|4:3|5:1|6:0|7:0
