|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0|8:330
|time:42,39284|1:2|2:14|3:15|4:1|5:1|6:0|7:0|8:330
|time:43,41563|1:2|2:16|3:17|4:1|5:1|6:0|7:0|8:330
|time:44,45065|1:2|2:17|3:19|4:1|5:1|6:0|7:0|8:330
|time:45,48824|1:2|2:15|3:16|4:1|5:1|6:0|7:0|8:330
|time:46,51935|1:2|2:25|3:29|4:1|5:1|6:0|7:0|8:330
|time:47,5451|1:2|2:16|3:20|4:1|5:1|6:0|7:0|8:330
|time:48,56708|1:2|2:16|3:22|4:1|5:1|6:0|7:0|8:330
|time:49,60925|1:2|2:15|3:17|4:1|5:1|6:0|7:0|8:330
|time:50,63761|1:2|2:14|3:18|4:1|5:1|6:0|7:0|8:330
|time:51,66804|1:2|2:17|3:20|4:1|5:1|6:0|7:0|8:330
|time:52,69786|1:2|2:15|3:17|4:1|5:1|6:0|7:0|8:330
|time:53,73286|1:3|2:18|3:13|4:2|5:1|6:0|7:0|8:330
|time:54,77534|1:3|2:21|3:13|4:2|5:1|6:0|7:0|8:330
|time:55,80956|1:3|2:26|3:12|4:2|5:1|6:0|7:0|8:330
|time:56,84917|1:3|2:26|3:15|4:2|5:1|6:0|7:0|8:330
|time:57,87515|1:3|2:27|3:16|4:2|5:1|6:0|7:0|8:330
|time:59,10065|1:3|2:25|3:15|4:2|5:1|6:0|7:0|8:330
|time:60,39972|1:3|2:26|3:15|4:2|5:1|6:0|7:0|8:330
|time:61,43268|1:3|2:22|3:17|4:2|5:1|6:0|7:0|8:330
|time:62,45931|1:3|2:20|3:16|4:2|5:1|6:0|7:0|8:330
|time:63,49077|1:3|2:21|3:18|4:2|5:1|6:0|7:0|8:330
|time:64,52408|1:3|2:19|3:22|4:2|5:1|6:0|7:0|8:330
|time:65,63879|1:3|2:18|3:23|4:2|5:1|6:0|7:0|8:330
|time:66,67762|1:3|2:17|3:16|4:2|5:1|6:0|7:0|8:330
|time:67,7045|1:3|2:19|3:19|4:2|5:1|6:0|7:0|8:330
|time:68,7362|1:3|2:19|3:20|4:2|5:1|6:0|7:0|8:330
|time:69,77401|1:3|2:15|3:14|4:2|5:1|6:0|7:0|8:330
|time:70,81567|1:3|2:16|3:16|4:2|5:1|6:0|7:0|8:330
|time:71,8382|1:3|2:20|3:20|4:2|5:1|6:0|7:0|8:330
|time:72,87946|1:3|2:23|3:17|4:2|5:1|6:0|7:0|8:330
|time:73,91833|1:3|2:17|3:19|4:2|5:1|6:0|7:0|8:330
|time:74,94293|1:3|2:15|3:18|4:2|5:1|6:0|7:0|8:330
|time:75,96857|1:3|2:14|3:16|4:2|5:1|6:0|7:0|8:330
|time:77,01784|1:3|2:16|3:17|4:2|5:1|6:0|7:0|8:330
|time:78,05415|1:3|2:16|3:21|4:2|5:1|6:0|7:0|8:330
|time:79,08551|1:3|2:19|3:18|4:2|5:1|6:0|7:0|8:330
|time:80,12184|1:3|2:16|3:19|4:2|5:1|6:0|7:0|8:330
|time:81,15871|1:3|2:20|3:15|4:2|5:1|6:0|7:0|8:330
|time:82,20084|1:3|2:23|3:18|4:2|5:1|6:0|7:0|8:330
|time:83,22665|1:3|2:18|3:18|4:2|5:1|6:0|7:0|8:330
|time:84,25394|1:3|2:22|3:15|4:2|5:1|6:0|7:0|8:330
|time:85,2753|1:3|2:21|3:12|4:2|5:1|6:0|7:0|8:330
|time:86,3168|1:3|2:24|3:16|4:2|5:1|6:0|7:0|8:330
|time:87,3556|1:3|2:21|3:16|4:2|5:1|6:0|7:0|8:330
|time:88,39005|1:3|2:19|3:16|4:2|5:1|6:0|7:0|8:330
|time:89,58179|1:3|2:17|3:16|4:2|5:1|6:0|7:0|8:330
|time:90,63215|1:3|2:18|3:15|4:2|5:1|6:0|7:0|8:330
|time:91,67346|1:3|2:17|3:15|4:2|5:1|6:0|7:0|8:330
|time:92,71533|1:3|2:21|3:17|4:2|5:1|6:0|7:0|8:330
|time:93,75514|1:3|2:20|3:19|4:2|5:1|6:0|7:0|8:330
|time:94,78471|1:3|2:19|3:17|4:2|5:1|6:0|7:0|8:330
|time:95,8254|1:3|2:19|3:15|4:2|5:1|6:0|7:0|8:330
|time:96,85329|1:3|2:25|3:15|4:2|5:1|6:0|7:0|8:330
|time:97,89046|1:3|2:25|3:16|4:2|5:1|6:0|7:0|8:330
|time:98,91304|1:3|2:30|3:16|4:2|5:1|6:0|7:0|8:330
|time:99,94997|1:3|2:24|3:15|4:2|5:1|6:0|7:0|8:330
|time:101,0192|1:3|2:22|3:13|4:2|5:1|6:0|7:0|8:330
|time:102,0532|1:3|2:23|3:12|4:2|5:1|6:0|7:0|8:330
|time:103,0996|1:3|2:19|3:17|4:2|5:1|6:0|7:0|8:330
|time:104,1385|1:4|2:22|3:26|4:3|5:1|6:0|7:0|8:330
|time:105,1672|1:4|2:19|3:13|4:3|5:1|6:0|7:0|8:330
|time:106,2084|1:4|2:14|3:11|4:3|5:1|6:0|7:0|8:330
|time:107,2305|1:4|2:17|3:12|4:3|5:1|6:0|7:0|8:330
|time:108,2752|1:4|2:19|3:16|4:3|5:1|6:0|7:0|8:330
|time:109,3037|1:4|2:24|3:13|4:3|5:1|6:0|7:0|8:330
|time:110,3396|1:4|2:22|3:18|4:3|5:1|6:0|7:0|8:330
|time:111,375|1:4|2:13|3:12|4:3|5:1|6:0|7:0|8:330
|time:112,4006|1:4|2:16|3:15|4:3|5:1|6:0|7:0|8:330
|time:113,4226|1:4|2:12|3:8|4:3|5:1|6:0|7:0|8:330
|time:114,4595|1:4|2:15|3:12|4:3|5:1|6:0|7:0|8:330
|time:115,5017|1:4|2:13|3:13|4:3|5:1|6:0|7:0|8:330
|time:116,5415|1:4|2:11|3:13|4:3|5:1|6:0|7:0|8:330
|time:117,5774|1:4|2:14|3:16|4:3|5:1|6:0|7:0|8:330
|time:118,6084|1:4|2:15|3:16|4:3|5:1|6:0|7:0|8:330
|time:119,735|1:4|2:12|3:12|4:3|5:1|6:0|7:0|8:330
|time:120,8416|1:4|2:8|3:11|4:3|5:1|6:0|7:0|8:330
|time:122,0383|1:4|2:9|3:12|4:3|5:1|6:0|7:0|8:330
|time:123,2365|1:4|2:11|3:10|4:3|5:1|6:0|7:0|8:330
|time:124,4326|1:4|2:11|3:10|4:3|5:1|6:0|7:0|8:330
|time:125,7739|1:4|2:11|3:11|4:3|5:1|6:0|7:0|8:330
|time:126,9649|1:4|2:10|3:11|4:3|5:1|6:0|7:0|8:330
|time:128,1654|1:4|2:9|3:11|4:3|5:1|6:0|7:0|8:330
|time:129,3606|1:4|2:9|3:12|4:3|5:1|6:0|7:0|8:330
|time:130,4629|1:4|2:7|3:13|4:3|5:1|6:0|7:0|8:330
|time:131,5591|1:4|2:7|3:15|4:3|5:1|6:0|7:0|8:330
|time:132,6593|1:4|2:7|3:15|4:3|5:1|6:0|7:0|8:330
|time:133,761|1:4|2:8|3:16|4:3|5:1|6:0|7:0|8:330
|time:134,8614|1:4|2:7|3:14|4:3|5:1|6:0|7:0|8:330
|time:136,0676|1:4|2:6|3:13|4:3|5:1|6:0|7:0|8:330
|time:137,2663|1:4|2:7|3:14|4:3|5:1|6:0|7:0|8:330
|time:138,4591|1:4|2:7|3:13|4:3|5:1|6:0|7:0|8:330
|time:139,6631|1:4|2:10|3:14|4:3|5:1|6:0|7:0|8:330
|time:140,8577|1:4|2:9|3:14|4:3|5:1|6:0|7:0|8:330
|time:141,9615|1:4|2:10|3:15|4:3|5:1|6:0|7:0|8:330
|time:143,0028|1:4|2:11|3:15|4:3|5:1|6:0|7:0|8:330
|time:144,0376|1:4|2:11|3:17|4:3|5:1|6:0|7:0|8:330
|time:145,0782|1:4|2:14|3:17|4:3|5:1|6:0|7:0|8:330
|time:146,1002|1:4|2:16|3:16|4:3|5:1|6:0|7:0|8:330
|time:147,142|1:4|2:10|3:17|4:3|5:1|6:0|7:0|8:330
|time:148,1663|1:4|2:13|3:12|4:3|5:1|6:0|7:0|8:330
|time:149,1977|1:4|2:12|3:14|4:3|5:1|6:0|7:0|8:330
|time:150,2269|1:4|2:14|3:13|4:3|5:1|6:0|7:0|8:330
|time:151,2545|1:4|2:9|3:18|4:3|5:1|6:0|7:0|8:330
|time:152,2773|1:4|2:13|3:15|4:3|5:1|6:0|7:0|8:330
|time:153,3026|1:4|2:19|3:17|4:3|5:1|6:0|7:0|8:330
|time:154,3259|1:4|2:13|3:14|4:3|5:1|6:0|7:0|8:330
|time:155,3563|1:4|2:17|3:15|4:3|5:1|6:0|7:0|8:330
|time:156,3869|1:5|2:14|3:16|4:3|5:2|6:0|7:0|8:330
|time:157,4209|1:5|2:13|3:14|4:3|5:2|6:0|7:0|8:330
|time:158,4577|1:5|2:12|3:17|4:3|5:2|6:0|7:0|8:330
|time:159,4977|1:5|2:14|3:13|4:3|5:2|6:0|7:0|8:330
|time:160,5247|1:5|2:16|3:14|4:3|5:2|6:0|7:0|8:330
|time:161,5479|1:5|2:14|3:12|4:3|5:2|6:0|7:0|8:330
|time:162,5872|1:5|2:15|3:18|4:3|5:2|6:0|7:0|8:330
|time:163,6221|1:5|2:13|3:20|4:3|5:2|6:0|7:0|8:330
|time:164,6623|1:5|2:11|3:20|4:3|5:2|6:0|7:0|8:330
|time:165,6844|1:5|2:10|3:18|4:3|5:2|6:0|7:0|8:330
|time:166,7279|1:5|2:10|3:20|4:3|5:2|6:0|7:0|8:330
|time:167,7611|1:5|2:10|3:23|4:3|5:2|6:0|7:0|8:330
|time:168,7971|1:5|2:10|3:21|4:3|5:2|6:0|7:0|8:330
|time:169,8387|1:5|2:16|3:20|4:3|5:2|6:0|7:0|8:330
|time:170,877|1:5|2:16|3:17|4:3|5:2|6:0|7:0|8:330
|time:171,9063|1:5|2:13|3:21|4:3|5:2|6:0|7:0|8:330
|time:172,951|1:5|2:15|3:14|4:3|5:2|6:0|7:0|8:330
|time:173,9851|1:5|2:14|3:19|4:3|5:2|6:0|7:0|8:330
|time:175,0065|1:5|2:13|3:11|4:3|5:2|6:0|7:0|8:330
|time:176,0405|1:5|2:14|3:12|4:3|5:2|6:0|7:0|8:330
|time:177,0744|1:5|2:14|3:16|4:3|5:2|6:0|7:0|8:330
|time:178,1055|1:5|2:13|3:17|4:3|5:2|6:0|7:0|8:330
|time:179,1489|1:5|2:13|3:17|4:3|5:2|6:0|7:0|8:330
|time:180,1801|1:5|2:12|3:16|4:3|5:2|6:0|7:0|8:330
|time:181,2241|1:5|2:12|3:12|4:3|5:2|6:0|7:0|8:330
|time:182,267|1:5|2:13|3:14|4:3|5:2|6:0|7:0|8:330
|time:183,2886|1:5|2:13|3:17|4:3|5:2|6:0|7:0|8:330
|time:184,3165|1:5|2:13|3:20|4:3|5:2|6:0|7:0|8:330
|time:185,7548|1:5|2:14|3:15|4:3|5:2|6:0|7:0|8:330
|time:186,7902|1:5|2:15|3:14|4:3|5:2|6:0|7:0|8:330
|time:187,8538|1:5|2:18|3:17|4:3|5:2|6:0|7:0|8:330
|time:188,9481|1:5|2:16|3:14|4:3|5:2|6:0|7:0|8:330
|time:189,9976|1:5|2:12|3:14|4:3|5:2|6:0|7:0|8:330
|time:191,03|1:5|2:9|3:14|4:3|5:2|6:0|7:0|8:330
|time:192,0699|1:5|2:10|3:17|4:3|5:2|6:0|7:0|8:330
|time:193,0958|1:5|2:11|3:17|4:3|5:2|6:0|7:0|8:330
|time:194,1407|1:5|2:14|3:13|4:3|5:2|6:0|7:0|8:330
|time:195,4864|1:5|2:16|3:16|4:3|5:2|6:0|7:0|8:330
|time:196,5275|1:5|2:18|3:20|4:3|5:2|6:0|7:0|8:330
|time:197,5712|1:5|2:14|3:19|4:3|5:2|6:0|7:0|8:330
|time:198,6046|1:5|2:14|3:17|4:3|5:2|6:0|7:0|8:330
|time:199,6448|1:5|2:14|3:17|4:3|5:2|6:0|7:0|8:330
|time:200,6782|1:5|2:15|3:18|4:3|5:2|6:0|7:0|8:330
|time:201,711|1:5|2:18|3:16|4:3|5:2|6:0|7:0|8:330
|time:202,7391|1:5|2:15|3:19|4:3|5:2|6:0|7:0|8:330
|time:203,8262|1:5|2:16|3:17|4:3|5:2|6:0|7:0|8:330
|time:204,958|1:5|2:13|3:16|4:3|5:2|6:0|7:0|8:330
|time:206,4967|1:5|2:15|3:15|4:3|5:2|6:0|7:0|8:330
|time:207,6597|1:5|2:19|3:16|4:3|5:2|6:0|7:0|8:330
|time:208,7383|1:5|2:17|3:13|4:3|5:2|6:0|7:0|8:330
|time:209,7901|1:6|2:17|3:20|4:3|5:3|6:0|7:0|8:330
|time:210,818|1:6|2:17|3:21|4:3|5:3|6:0|7:0|8:330
|time:211,8681|1:7|2:16|3:17|4:4|5:3|6:0|7:0|8:330
|time:212,915|1:7|2:15|3:13|4:4|5:3|6:0|7:0|8:330
|time:214,0053|1:7|2:14|3:14|4:4|5:3|6:0|7:0|8:330
|time:215,0378|1:7|2:18|3:18|4:4|5:3|6:0|7:0|8:330
|time:216,0985|1:7|2:17|3:18|4:4|5:3|6:0|7:0|8:330
|time:217,1417|1:7|2:13|3:23|4:4|5:3|6:0|7:0|8:330
|time:218,2033|1:7|2:11|3:19|4:4|5:3|6:0|7:0|8:330
|time:219,2455|1:7|2:12|3:20|4:4|5:3|6:0|7:0|8:330
|time:220,2761|1:7|2:11|3:17|4:4|5:3|6:0|7:0|8:330
|time:221,315|1:7|2:13|3:20|4:4|5:3|6:0|7:0|8:330
|time:222,387|1:7|2:13|3:22|4:4|5:3|6:0|7:0|8:330
|time:223,6687|1:7|2:11|3:24|4:4|5:3|6:0|7:0|8:330
|time:224,8915|1:7|2:11|3:23|4:4|5:3|6:0|7:0|8:330
|time:225,9363|1:7|2:8|3:18|4:4|5:3|6:0|7:0|8:330
|time:226,9888|1:7|2:12|3:21|4:4|5:3|6:0|7:0|8:330
|time:228,0423|1:7|2:16|3:21|4:4|5:3|6:0|7:0|8:330
|time:229,084|1:7|2:13|3:20|4:4|5:3|6:0|7:0|8:330
|time:230,1104|1:7|2:10|3:18|4:4|5:3|6:0|7:0|8:330
|time:231,1654|1:7|2:12|3:16|4:4|5:3|6:0|7:0|8:330
|time:232,206|1:7|2:7|3:19|4:4|5:3|6:0|7:0|8:330
|time:233,2477|1:7|2:9|3:20|4:4|5:3|6:0|7:0|8:330
|time:234,2859|1:7|2:9|3:19|4:4|5:3|6:0|7:0|8:330
|time:235,3614|1:7|2:12|3:16|4:4|5:3|6:0|7:0|8:330
|time:236,3984|1:7|2:15|3:20|4:4|5:3|6:0|7:0|8:330
|time:237,4545|1:7|2:11|3:21|4:4|5:3|6:0|7:0|8:330
|time:238,537|1:7|2:14|3:19|4:4|5:3|6:0|7:0|8:330
|time:239,6571|1:7|2:13|3:18|4:4|5:3|6:0|7:0|8:330
|time:240,7253|1:7|2:12|3:15|4:4|5:3|6:0|7:0|8:330
|time:241,7687|1:7|2:15|3:17|4:4|5:3|6:0|7:0|8:330
|time:242,8409|1:7|2:11|3:17|4:4|5:3|6:0|7:0|8:330
|time:243,8883|1:7|2:15|3:17|4:4|5:3|6:0|7:0|8:330
|time:244,9536|1:7|2:19|3:19|4:4|5:3|6:0|7:0|8:330
|time:245,9859|1:7|2:14|3:18|4:4|5:3|6:0|7:0|8:330
|time:247,0483|1:7|2:12|3:16|4:4|5:3|6:0|7:0|8:330
|time:248,0741|1:7|2:18|3:21|4:4|5:3|6:0|7:0|8:330
|time:249,1304|1:7|2:12|3:19|4:4|5:3|6:0|7:0|8:330
|time:250,1544|1:7|2:12|3:18|4:4|5:3|6:0|7:0|8:330
|time:251,2317|1:7|2:15|3:14|4:4|5:3|6:0|7:0|8:330
|time:252,2697|1:7|2:16|3:11|4:4|5:3|6:0|7:0|8:330
|time:253,3289|1:7|2:16|3:13|4:4|5:3|6:0|7:0|8:330
|time:254,3665|1:7|2:14|3:14|4:4|5:3|6:0|7:0|8:330
|time:255,3967|1:7|2:13|3:9|4:4|5:3|6:0|7:0|8:330
|time:256,4264|1:7|2:16|3:11|4:4|5:3|6:0|7:0|8:330
|time:257,4636|1:7|2:11|3:11|4:4|5:3|6:0|7:0|8:330
|time:258,5857|1:7|2:14|3:11|4:4|5:3|6:0|7:0|8:330
|time:259,919|1:50|2:0|3:0|4:14|5:19|6:0|7:17|8:330
|time:261,1134|1:50|2:0|3:0|4:14|5:19|6:0|7:17|8:330
|time:262,4841|1:50|2:0|3:0|4:14|5:19|6:0|7:17|8:330
