|time:0|1:2|2:0|3:1|4:1|5:1|6:0|7:0|8:330
|time:49,59182|1:2|2:15|3:28|4:1|5:1|6:0|7:0|8:330
|time:50,6156|1:2|2:12|3:17|4:1|5:1|6:0|7:0|8:330
|time:51,646|1:2|2:8|3:16|4:1|5:1|6:0|7:0|8:330
|time:52,67256|1:3|2:12|3:14|4:1|5:2|6:0|7:0|8:330
|time:53,69535|1:3|2:14|3:15|4:1|5:2|6:0|7:0|8:330
|time:54,72036|1:3|2:19|3:18|4:1|5:2|6:0|7:0|8:330
|time:55,74035|1:3|2:17|3:18|4:1|5:2|6:0|7:0|8:330
|time:56,76447|1:3|2:14|3:15|4:1|5:2|6:0|7:0|8:330
|time:57,79523|1:3|2:13|3:17|4:1|5:2|6:0|7:0|8:330
|time:58,82086|1:3|2:16|3:12|4:1|5:2|6:0|7:0|8:330
|time:59,84254|1:3|2:16|3:9|4:1|5:2|6:0|7:0|8:330
|time:60,87122|1:3|2:21|3:16|4:1|5:2|6:0|7:0|8:330
|time:61,90574|1:3|2:12|3:22|4:1|5:2|6:0|7:0|8:330
|time:62,93303|1:3|2:12|3:18|4:1|5:2|6:0|7:0|8:330
|time:63,959|1:3|2:15|3:16|4:1|5:2|6:0|7:0|8:330
|time:64,98302|1:3|2:13|3:18|4:1|5:2|6:0|7:0|8:330
|time:66,01615|1:3|2:12|3:20|4:1|5:2|6:0|7:0|8:330
|time:67,32813|1:3|2:9|3:17|4:1|5:2|6:0|7:0|8:330
|time:68,39048|1:3|2:10|3:11|4:1|5:2|6:0|7:0|8:330
|time:69,41037|1:3|2:14|3:16|4:1|5:2|6:0|7:0|8:330
|time:70,43854|1:3|2:18|3:12|4:1|5:2|6:0|7:0|8:330
|time:71,45773|1:3|2:17|3:14|4:1|5:2|6:0|7:0|8:330
|time:72,47427|1:3|2:19|3:18|4:1|5:2|6:0|7:0|8:330
|time:73,49545|1:3|2:20|3:15|4:1|5:2|6:0|7:0|8:330
|time:74,52112|1:3|2:23|3:16|4:1|5:2|6:0|7:0|8:330
|time:75,53916|1:3|2:27|3:15|4:1|5:2|6:0|7:0|8:330
|time:76,56161|1:3|2:19|3:15|4:1|5:2|6:0|7:0|8:330
|time:77,58492|1:3|2:16|3:11|4:1|5:2|6:0|7:0|8:330
|time:78,61431|1:3|2:22|3:9|4:1|5:2|6:0|7:0|8:330
|time:79,63345|1:3|2:20|3:11|4:1|5:2|6:0|7:0|8:330
|time:80,65815|1:3|2:22|3:12|4:1|5:2|6:0|7:0|8:330
|time:81,67902|1:3|2:21|3:13|4:1|5:2|6:0|7:0|8:330
|time:82,71103|1:3|2:25|3:10|4:1|5:2|6:0|7:0|8:330
|time:83,74654|1:3|2:24|3:13|4:1|5:2|6:0|7:0|8:330
|time:84,78388|1:3|2:20|3:15|4:1|5:2|6:0|7:0|8:330
|time:85,80392|1:3|2:19|3:14|4:1|5:2|6:0|7:0|8:330
