|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0
|time:66,62749|1:3|2:14|3:19|4:1|5:2|6:0|7:0
|time:67,66233|1:3|2:19|3:22|4:1|5:2|6:0|7:0
|time:68,6888|1:3|2:11|3:20|4:1|5:2|6:0|7:0
|time:69,71643|1:3|2:14|3:18|4:1|5:2|6:0|7:0
|time:70,76791|1:3|2:18|3:23|4:1|5:2|6:0|7:0
|time:71,8083|1:3|2:13|3:14|4:1|5:2|6:0|7:0
|time:72,83825|1:3|2:12|3:14|4:1|5:2|6:0|7:0
|time:73,86246|1:3|2:16|3:14|4:1|5:2|6:0|7:0
|time:75,03001|1:3|2:14|3:14|4:1|5:2|6:0|7:0
|time:76,06077|1:3|2:13|3:14|4:1|5:2|6:0|7:0
|time:77,09716|1:3|2:12|3:15|4:1|5:2|6:0|7:0
|time:78,12868|1:3|2:12|3:16|4:1|5:2|6:0|7:0
|time:79,17949|1:3|2:11|3:17|4:1|5:2|6:0|7:0
|time:80,23122|1:3|2:10|3:13|4:1|5:2|6:0|7:0
|time:81,28286|1:3|2:12|3:13|4:1|5:2|6:0|7:0
|time:82,31711|1:3|2:17|3:11|4:1|5:2|6:0|7:0
|time:83,34686|1:3|2:15|3:11|4:1|5:2|6:0|7:0
|time:84,3823|1:3|2:18|3:15|4:1|5:2|6:0|7:0
|time:85,41377|1:3|2:12|3:16|4:1|5:2|6:0|7:0
|time:86,44631|1:3|2:13|3:12|4:1|5:2|6:0|7:0
|time:87,51111|1:3|2:14|3:14|4:1|5:2|6:0|7:0
|time:88,56163|1:3|2:17|3:16|4:1|5:2|6:0|7:0
|time:89,59036|1:3|2:18|3:13|4:1|5:2|6:0|7:0
|time:90,64007|1:3|2:19|3:14|4:1|5:2|6:0|7:0
|time:91,68476|1:3|2:16|3:13|4:1|5:2|6:0|7:0
|time:92,71204|1:3|2:16|3:11|4:1|5:2|6:0|7:0
|time:93,75053|1:3|2:16|3:10|4:1|5:2|6:0|7:0
|time:94,8008|1:3|2:18|3:8|4:1|5:2|6:0|7:0
|time:95,82574|1:3|2:19|3:8|4:1|5:2|6:0|7:0
|time:96,86398|1:3|2:17|3:9|4:1|5:2|6:0|7:0
|time:97,91254|1:3|2:18|3:13|4:1|5:2|6:0|7:0
|time:98,95374|1:3|2:16|3:13|4:1|5:2|6:0|7:0
|time:99,98121|1:3|2:17|3:10|4:1|5:2|6:0|7:0
|time:101,0528|1:3|2:17|3:12|4:1|5:2|6:0|7:0
|time:102,0956|1:3|2:16|3:9|4:1|5:2|6:0|7:0
|time:103,1526|1:3|2:16|3:14|4:1|5:2|6:0|7:0
|time:104,1775|1:3|2:16|3:11|4:1|5:2|6:0|7:0
|time:105,2304|1:3|2:17|3:11|4:1|5:2|6:0|7:0
|time:106,2604|1:3|2:16|3:8|4:1|5:2|6:0|7:0
|time:107,3116|1:3|2:15|3:8|4:1|5:2|6:0|7:0
|time:108,3553|1:3|2:17|3:10|4:1|5:2|6:0|7:0
|time:109,3899|1:3|2:19|3:10|4:1|5:2|6:0|7:0
|time:110,5141|1:4|2:21|3:12|4:2|5:2|6:0|7:0
|time:111,544|1:4|2:17|3:13|4:2|5:2|6:0|7:0
|time:112,5787|1:4|2:20|3:13|4:2|5:2|6:0|7:0
|time:113,6159|1:4|2:19|3:13|4:2|5:2|6:0|7:0
|time:114,6699|1:5|2:24|3:11|4:2|5:3|6:0|7:0
|time:115,7079|1:5|2:19|3:13|4:2|5:3|6:0|7:0
|time:116,7518|1:5|2:20|3:14|4:2|5:3|6:0|7:0
|time:117,7783|1:5|2:23|3:15|4:2|5:3|6:0|7:0
|time:118,8139|1:5|2:19|3:11|4:2|5:3|6:0|7:0
|time:119,8478|1:5|2:20|3:16|4:2|5:3|6:0|7:0
|time:120,8855|1:5|2:19|3:13|4:2|5:3|6:0|7:0
|time:121,9352|1:5|2:18|3:20|4:2|5:3|6:0|7:0
|time:122,9819|1:5|2:17|3:21|4:2|5:3|6:0|7:0
|time:124,0337|1:5|2:16|3:19|4:2|5:3|6:0|7:0
|time:125,1076|1:5|2:21|3:20|4:2|5:3|6:0|7:0
|time:126,1694|1:5|2:14|3:15|4:2|5:3|6:0|7:0
|time:127,2042|1:5|2:17|3:17|4:2|5:3|6:0|7:0
|time:128,2419|1:5|2:18|3:15|4:2|5:3|6:0|7:0
|time:129,2753|1:5|2:21|3:14|4:2|5:3|6:0|7:0
|time:130,3229|1:5|2:20|3:20|4:2|5:3|6:0|7:0
|time:131,3759|1:5|2:16|3:15|4:2|5:3|6:0|7:0
|time:132,4184|1:5|2:14|3:13|4:2|5:3|6:0|7:0
|time:133,4588|1:5|2:15|3:15|4:2|5:3|6:0|7:0
|time:134,4992|1:5|2:18|3:19|4:2|5:3|6:0|7:0
|time:135,5353|1:5|2:15|3:18|4:2|5:3|6:0|7:0
|time:136,5669|1:5|2:12|3:18|4:2|5:3|6:0|7:0
|time:137,5973|1:5|2:13|3:16|4:2|5:3|6:0|7:0
|time:138,6555|1:5|2:12|3:17|4:2|5:3|6:0|7:0
|time:139,7016|1:5|2:14|3:19|4:2|5:3|6:0|7:0
|time:140,7478|1:5|2:16|3:19|4:2|5:3|6:0|7:0
|time:141,7894|1:5|2:15|3:18|4:2|5:3|6:0|7:0
|time:142,8336|1:5|2:11|3:22|4:2|5:3|6:0|7:0
|time:143,8796|1:5|2:10|3:22|4:2|5:3|6:0|7:0
|time:144,9194|1:5|2:11|3:21|4:2|5:3|6:0|7:0
|time:146,0737|1:5|2:10|3:21|4:2|5:3|6:0|7:0
|time:147,1242|1:5|2:10|3:21|4:2|5:3|6:0|7:0
|time:148,166|1:5|2:9|3:16|4:2|5:3|6:0|7:0
|time:149,2215|1:5|2:11|3:17|4:2|5:3|6:0|7:0
|time:150,2664|1:5|2:16|3:22|4:2|5:3|6:0|7:0
|time:151,3095|1:5|2:11|3:16|4:2|5:3|6:0|7:0
|time:152,356|1:5|2:15|3:15|4:2|5:3|6:0|7:0
|time:153,3872|1:5|2:12|3:14|4:2|5:3|6:0|7:0
|time:154,4127|1:5|2:14|3:15|4:2|5:3|6:0|7:0
|time:155,4603|1:5|2:16|3:17|4:2|5:3|6:0|7:0
|time:156,5086|1:5|2:15|3:15|4:2|5:3|6:0|7:0
|time:157,573|1:5|2:17|3:13|4:2|5:3|6:0|7:0
|time:158,6176|1:5|2:15|3:14|4:2|5:3|6:0|7:0
|time:159,6455|1:5|2:12|3:13|4:2|5:3|6:0|7:0
|time:160,6709|1:5|2:9|3:15|4:2|5:3|6:0|7:0
|time:161,7254|1:5|2:12|3:7|4:2|5:3|6:0|7:0
|time:162,7707|1:5|2:12|3:7|4:2|5:3|6:0|7:0
|time:163,8147|1:6|2:14|3:14|4:2|5:4|6:0|7:0
|time:164,8603|1:6|2:12|3:15|4:2|5:4|6:0|7:0
|time:165,901|1:6|2:15|3:12|4:2|5:4|6:0|7:0
|time:166,9518|1:6|2:13|3:9|4:2|5:4|6:0|7:0
|time:168,0649|1:6|2:15|3:9|4:2|5:4|6:0|7:0
|time:169,118|1:7|2:13|3:7|4:3|5:4|6:0|7:0
|time:170,1595|1:7|2:13|3:9|4:3|5:4|6:0|7:0
|time:171,206|1:7|2:15|3:11|4:3|5:4|6:0|7:0
|time:172,2553|1:8|2:12|3:12|4:4|5:4|6:0|7:0
|time:173,299|1:8|2:15|3:17|4:4|5:4|6:0|7:0
|time:174,3402|1:8|2:19|3:19|4:4|5:4|6:0|7:0
|time:175,3888|1:8|2:14|3:16|4:4|5:4|6:0|7:0
|time:176,4326|1:8|2:14|3:14|4:4|5:4|6:0|7:0
|time:177,7892|1:8|2:14|3:16|4:4|5:4|6:0|7:0
|time:178,8259|1:8|2:13|3:14|4:4|5:4|6:0|7:0
