|time:0|1:2|2:1|3:0|4:1|5:1|6:0|7:0|8:330
|time:166,1614|1:24|2:16|3:10|4:11|5:12|6:0|7:1|8:330
|time:167,2513|1:24|2:16|3:5|4:11|5:12|6:0|7:1|8:330
|time:168,3082|1:23|2:16|3:9|4:11|5:12|6:0|7:0|8:330
|time:169,3753|1:24|2:14|3:11|4:12|5:12|6:0|7:0|8:330
|time:170,4381|1:24|2:21|3:10|4:12|5:12|6:0|7:0|8:330
|time:171,5173|1:24|2:18|3:9|4:12|5:12|6:0|7:0|8:330
|time:172,5742|1:25|2:22|3:16|4:12|5:13|6:0|7:0|8:330
|time:173,6395|1:25|2:18|3:15|4:12|5:13|6:0|7:0|8:330
|time:174,7384|1:25|2:12|3:20|4:12|5:13|6:0|7:0|8:330
|time:175,8139|1:26|2:9|3:8|4:13|5:13|6:0|7:0|8:330
|time:176,8659|1:26|2:12|3:15|4:13|5:13|6:0|7:0|8:330
|time:177,9477|1:26|2:11|3:15|4:13|5:13|6:0|7:0|8:330
|time:179,0366|1:26|2:10|3:12|4:13|5:13|6:0|7:0|8:330
|time:180,0979|1:27|2:14|3:10|4:13|5:14|6:0|7:0|8:330
|time:181,1833|1:27|2:14|3:15|4:13|5:14|6:0|7:0|8:330
|time:182,2706|1:28|2:13|3:14|4:14|5:14|6:0|7:0|8:330
|time:183,419|1:30|2:13|3:17|4:14|5:16|6:0|7:0|8:330
|time:184,525|1:30|2:16|3:17|4:14|5:16|6:0|7:0|8:330
|time:185,7179|1:31|2:12|3:18|4:14|5:17|6:0|7:0|8:330
|time:186,8397|1:31|2:12|3:15|4:14|5:17|6:0|7:0|8:330
|time:187,9341|1:33|2:13|3:13|4:14|5:19|6:0|7:0|8:330
|time:189,0897|1:33|2:10|3:13|4:14|5:19|6:0|7:0|8:330
|time:190,2006|1:33|2:7|3:11|4:14|5:19|6:0|7:0|8:330
|time:191,2881|1:33|2:10|3:12|4:14|5:19|6:0|7:0|8:330
|time:192,5842|1:34|2:18|3:15|4:14|5:20|6:0|7:0|8:330
|time:193,818|1:34|2:14|3:11|4:14|5:20|6:0|7:0|8:330
|time:195,0016|1:34|2:22|3:11|4:14|5:20|6:0|7:0|8:330
|time:196,0944|1:32|2:10|3:12|4:12|5:20|6:0|7:0|8:330
|time:197,1721|1:32|2:12|3:15|4:12|5:20|6:0|7:0|8:330
