|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0
|time:1,034547|1:2|2:0|3:1|4:1|5:1|6:0|7:0
|time:2,070678|1:2|2:1|3:4|4:1|5:1|6:0|7:0
|time:3,14056|1:2|2:3|3:4|4:1|5:1|6:0|7:0
|time:4,370297|1:2|2:4|3:7|4:1|5:1|6:0|7:0
|time:5,432343|1:2|2:6|3:9|4:1|5:1|6:0|7:0
|time:6,477206|1:2|2:9|3:9|4:1|5:1|6:0|7:0
|time:7,505856|1:2|2:5|3:9|4:1|5:1|6:0|7:0
|time:8,636782|1:2|2:4|3:12|4:1|5:1|6:0|7:0
|time:9,669617|1:2|2:4|3:11|4:1|5:1|6:0|7:0
|time:10,69565|1:2|2:6|3:13|4:1|5:1|6:0|7:0
|time:11,73015|1:2|2:11|3:15|4:1|5:1|6:0|7:0
|time:12,77704|1:2|2:9|3:14|4:1|5:1|6:0|7:0
|time:13,80724|1:2|2:8|3:20|4:1|5:1|6:0|7:0
|time:14,84194|1:2|2:7|3:17|4:1|5:1|6:0|7:0
|time:15,8825|1:2|2:6|3:15|4:1|5:1|6:0|7:0
|time:16,91938|1:2|2:11|3:19|4:1|5:1|6:0|7:0
|time:18,00521|1:2|2:17|3:17|4:1|5:1|6:0|7:0
|time:19,05211|1:2|2:15|3:17|4:1|5:1|6:0|7:0
|time:20,09329|1:2|2:14|3:18|4:1|5:1|6:0|7:0
|time:21,13606|1:2|2:15|3:17|4:1|5:1|6:0|7:0
|time:22,17342|1:2|2:10|3:16|4:1|5:1|6:0|7:0
|time:23,34744|1:50|2:10|3:13|4:17|5:15|6:0|7:18
|time:24,41649|1:53|2:9|3:12|4:18|5:15|6:0|7:20
|time:25,54567|1:56|2:10|3:12|4:18|5:15|6:0|7:23
|time:26,61668|1:54|2:10|3:16|4:18|5:15|6:0|7:21
|time:28,0454|1:55|2:10|3:16|4:18|5:14|6:0|7:23
|time:29,26392|1:53|2:11|3:17|4:18|5:14|6:0|7:21
|time:30,43837|1:51|2:10|3:15|4:17|5:13|6:0|7:21
|time:31,54691|1:50|2:7|3:16|4:16|5:13|6:0|7:21
|time:32,7909|1:52|2:12|3:15|4:16|5:13|6:0|7:23
|time:33,91437|1:51|2:12|3:17|4:16|5:13|6:0|7:22
|time:35,02642|1:49|2:15|3:17|4:16|5:13|6:0|7:20
|time:36,12446|1:52|2:14|3:21|4:16|5:13|6:0|7:23
|time:37,219|1:52|2:10|3:17|4:16|5:13|6:0|7:23
|time:38,3097|1:48|2:12|3:20|4:16|5:13|6:0|7:19
|time:39,38677|1:44|2:12|3:18|4:16|5:13|6:0|7:15
|time:40,46142|1:43|2:18|3:19|4:16|5:13|6:0|7:14
|time:41,5526|1:42|2:15|3:13|4:15|5:13|6:0|7:14
|time:42,62851|1:42|2:15|3:15|4:15|5:13|6:0|7:14
|time:43,67822|1:40|2:16|3:17|4:15|5:11|6:0|7:14
|time:44,76814|1:40|2:15|3:17|4:15|5:11|6:0|7:14
|time:45,83376|1:39|2:18|3:16|4:15|5:10|6:0|7:14
|time:46,90232|1:39|2:16|3:15|4:15|5:10|6:0|7:14
|time:47,98295|1:38|2:18|3:17|4:15|5:9|6:0|7:14
|time:49,02936|1:37|2:16|3:19|4:15|5:9|6:0|7:13
|time:50,06912|1:37|2:16|3:16|4:15|5:9|6:0|7:13
|time:51,11823|1:36|2:12|3:19|4:15|5:8|6:0|7:13
|time:52,15583|1:35|2:17|3:14|4:15|5:8|6:0|7:12
|time:53,19394|1:35|2:14|3:15|4:15|5:8|6:0|7:12
|time:54,26487|1:34|2:15|3:13|4:14|5:8|6:0|7:12
|time:55,34823|1:34|2:15|3:12|4:14|5:8|6:0|7:12
|time:56,41054|1:33|2:10|3:9|4:14|5:7|6:0|7:12
|time:57,76046|1:33|2:13|3:10|4:14|5:7|6:0|7:12
|time:58,84872|1:33|2:15|3:14|4:14|5:7|6:0|7:12
|time:59,93704|1:32|2:15|3:12|4:14|5:7|6:0|7:11
|time:61,00537|1:31|2:17|3:15|4:14|5:7|6:0|7:10
|time:62,11087|1:33|2:19|3:13|4:15|5:8|6:0|7:10
|time:63,30386|1:33|2:21|3:12|4:15|5:8|6:0|7:10
|time:64,397|1:33|2:19|3:10|4:15|5:8|6:0|7:10
|time:65,46886|1:30|2:16|3:8|4:15|5:6|6:0|7:9
|time:66,50588|1:29|2:18|3:10|4:14|5:6|6:0|7:9
|time:67,53965|1:28|2:15|3:11|4:14|5:6|6:0|7:8
|time:68,59484|1:28|2:18|3:13|4:14|5:6|6:0|7:8
|time:69,65475|1:29|2:16|3:12|4:14|5:6|6:0|7:9
|time:70,7006|1:29|2:14|3:13|4:14|5:6|6:0|7:9
|time:71,74876|1:29|2:11|3:12|4:14|5:6|6:0|7:9
|time:72,79311|1:28|2:13|3:13|4:14|5:6|6:0|7:8
|time:73,84096|1:28|2:15|3:19|4:14|5:6|6:0|7:8
|time:74,90388|1:28|2:10|3:12|4:14|5:6|6:0|7:8
|time:75,96313|1:28|2:10|3:13|4:14|5:6|6:0|7:8
|time:77,01197|1:27|2:13|3:14|4:13|5:6|6:0|7:8
|time:78,17605|1:80|2:12|3:11|4:28|5:29|6:0|7:23
|time:79,29193|1:80|2:11|3:11|4:28|5:29|6:0|7:23
|time:80,58079|1:80|2:13|3:13|4:28|5:29|6:0|7:23
|time:81,90114|1:75|2:13|3:15|4:28|5:26|6:0|7:21
|time:83,1742|1:74|2:13|3:13|4:27|5:26|6:0|7:21
|time:84,51335|1:74|2:13|3:13|4:27|5:26|6:0|7:21
|time:85,78446|1:66|2:14|3:12|4:25|5:22|6:0|7:19
|time:87,08134|1:66|2:14|3:12|4:25|5:22|6:0|7:19
|time:88,33855|1:62|2:15|3:13|4:23|5:22|6:0|7:17
|time:89,45143|1:62|2:16|3:14|4:23|5:22|6:0|7:17
|time:90,58968|1:61|2:15|3:15|4:23|5:21|6:0|7:17
|time:91,73806|1:61|2:16|3:15|4:23|5:21|6:0|7:17
|time:92,904|1:60|2:15|3:14|4:23|5:20|6:0|7:17
|time:94,00239|1:60|2:15|3:13|4:23|5:19|6:0|7:18
|time:95,13574|1:59|2:18|3:14|4:23|5:18|6:0|7:18
|time:96,20879|1:52|2:17|3:14|4:20|5:17|6:0|7:15
|time:97,32358|1:54|2:16|3:16|4:21|5:17|6:0|7:16
|time:98,39211|1:54|2:13|3:14|4:20|5:18|6:0|7:16
|time:99,4554|1:54|2:16|3:13|4:20|5:18|6:0|7:16
|time:100,6118|1:54|2:17|3:12|4:21|5:19|6:0|7:14
|time:101,7147|1:55|2:16|3:11|4:21|5:20|6:0|7:14
|time:102,7928|1:56|2:14|3:13|4:22|5:20|6:0|7:14
|time:103,8812|1:56|2:11|3:12|4:22|5:20|6:0|7:14
|time:105,0833|1:55|2:10|3:13|4:22|5:19|6:0|7:14
|time:106,1682|1:54|2:12|3:12|4:22|5:18|6:0|7:14
|time:107,2504|1:54|2:8|3:12|4:22|5:18|6:0|7:14
|time:108,3201|1:54|2:10|3:13|4:22|5:18|6:0|7:14
|time:109,391|1:54|2:11|3:13|4:22|5:18|6:0|7:14
|time:110,4794|1:54|2:11|3:11|4:22|5:18|6:0|7:14
|time:111,5904|1:53|2:12|3:10|4:22|5:17|6:0|7:14
|time:112,6617|1:53|2:14|3:12|4:22|5:17|6:0|7:14
|time:113,7365|1:54|2:14|3:12|4:23|5:17|6:0|7:14
|time:114,8017|1:53|2:15|3:10|4:22|5:18|6:0|7:13
