|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0|8:330
|time:55,49862|1:3|2:21|3:12|4:2|5:1|6:0|7:0|8:330
|time:56,53189|1:3|2:18|3:17|4:2|5:1|6:0|7:0|8:330
|time:57,62795|1:3|2:20|3:15|4:2|5:1|6:0|7:0|8:330
|time:59,01519|1:3|2:20|3:20|4:2|5:1|6:0|7:0|8:330
|time:60,05522|1:3|2:18|3:18|4:2|5:1|6:0|7:0|8:330
|time:61,07674|1:3|2:20|3:20|4:2|5:1|6:0|7:0|8:330
|time:62,19294|1:3|2:16|3:22|4:2|5:1|6:0|7:0|8:330
|time:63,2234|1:3|2:14|3:17|4:2|5:1|6:0|7:0|8:330
|time:64,36955|1:3|2:14|3:18|4:2|5:1|6:0|7:0|8:330
|time:65,40631|1:3|2:16|3:20|4:2|5:1|6:0|7:0|8:330
|time:66,43994|1:3|2:13|3:15|4:2|5:1|6:0|7:0|8:330
|time:67,58211|1:3|2:11|3:14|4:2|5:1|6:0|7:0|8:330
|time:68,74754|1:3|2:14|3:14|4:2|5:1|6:0|7:0|8:330
|time:69,77085|1:3|2:14|3:16|4:2|5:1|6:0|7:0|8:330
|time:70,79249|1:3|2:11|3:18|4:2|5:1|6:0|7:0|8:330
|time:71,83589|1:3|2:10|3:20|4:2|5:1|6:0|7:0|8:330
|time:72,86172|1:3|2:11|3:19|4:2|5:1|6:0|7:0|8:330
|time:74,1341|1:3|2:13|3:21|4:2|5:1|6:0|7:0|8:330
|time:75,19476|1:3|2:10|3:18|4:2|5:1|6:0|7:0|8:330
|time:76,2376|1:3|2:15|3:18|4:2|5:1|6:0|7:0|8:330
|time:77,29221|1:3|2:15|3:21|4:2|5:1|6:0|7:0|8:330
|time:78,33714|1:3|2:18|3:19|4:2|5:1|6:0|7:0|8:330
|time:79,40965|1:3|2:21|3:18|4:2|5:1|6:0|7:0|8:330
|time:80,43357|1:3|2:21|3:19|4:2|5:1|6:0|7:0|8:330
|time:81,46725|1:3|2:17|3:18|4:2|5:1|6:0|7:0|8:330
|time:82,53984|1:3|2:11|3:19|4:2|5:1|6:0|7:0|8:330
|time:83,59012|1:3|2:15|3:17|4:2|5:1|6:0|7:0|8:330
|time:84,83575|1:3|2:11|3:17|4:2|5:1|6:0|7:0|8:330
|time:85,93002|1:3|2:12|3:16|4:2|5:1|6:0|7:0|8:330
|time:87,09055|1:3|2:15|3:16|4:2|5:1|6:0|7:0|8:330
|time:88,12576|1:3|2:14|3:17|4:2|5:1|6:0|7:0|8:330
|time:89,16652|1:3|2:13|3:11|4:2|5:1|6:0|7:0|8:330
|time:90,25368|1:3|2:16|3:15|4:2|5:1|6:0|7:0|8:330
|time:91,28955|1:3|2:17|3:15|4:2|5:1|6:0|7:0|8:330
|time:92,35076|1:3|2:15|3:18|4:2|5:1|6:0|7:0|8:330
|time:93,39173|1:3|2:15|3:19|4:2|5:1|6:0|7:0|8:330
|time:94,43977|1:3|2:14|3:19|4:2|5:1|6:0|7:0|8:330
|time:95,5397|1:3|2:21|3:21|4:2|5:1|6:0|7:0|8:330
|time:96,60257|1:3|2:20|3:17|4:2|5:1|6:0|7:0|8:330
|time:97,94807|1:3|2:19|3:16|4:2|5:1|6:0|7:0|8:330
|time:98,9826|1:3|2:19|3:18|4:2|5:1|6:0|7:0|8:330
|time:100,0131|1:3|2:19|3:17|4:2|5:1|6:0|7:0|8:330
|time:101,3464|1:3|2:15|3:14|4:2|5:1|6:0|7:0|8:330
|time:102,4531|1:3|2:12|3:11|4:2|5:1|6:0|7:0|8:330
|time:103,5131|1:3|2:12|3:13|4:2|5:1|6:0|7:0|8:330
|time:104,5441|1:3|2:15|3:15|4:2|5:1|6:0|7:0|8:330
|time:105,5992|1:3|2:18|3:17|4:2|5:1|6:0|7:0|8:330
|time:106,9655|1:3|2:15|3:15|4:2|5:1|6:0|7:0|8:330
|time:108,0277|1:3|2:16|3:17|4:2|5:1|6:0|7:0|8:330
|time:109,0686|1:4|2:11|3:21|4:3|5:1|6:0|7:0|8:330
|time:110,0969|1:4|2:7|3:15|4:3|5:1|6:0|7:0|8:330
